job_id,job_title,job_organization_name,job_snippet_text,source_url,job_search_term,location_search_term,full_url
33aa8edee1459b382ff23748dccba817,Sergeant,University of Chicago,"b'Career Track and Job LevelPolice & Security Plans, develops and oversees a variety of campus security programs, including crime prevention, police personnel training, and criminal investigations'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAL1onGrg7BM-KWs8BBDFYplSoz8NADeWynSyQRlAZ1N8XVesbjf060txRdfLYqpvDk7RMtFHo7K1Yl2v-oYFlXgIEql8cI7konDkPqJLkWCEjkF-vVVjixP4LQFIV0rm_ZqkC4LeTURfBstiBngTei7oHRTwGH8_iHcst8b1jJbHIaB5TOrlyT94l_H6dg
70546fe8efa727ade6c4a124c48c443b,Firearms Eligibility Analyst I,State of Illinois,"b'Description of Duties/Essential Functions Under general supervision, reviews, analyzes and interprets criminal history entries (referred to as criminal history ""hits"") received from federal, state...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALJnC0abLzXzDFyv81o-AFy1F1sbzYu1Zt7Y224DjKXcsjtkgrDWxyz31YRKokBr6oZ0E8QDRgil6Ip2HrEREIO7VY7zJKixl0WFNYw_HBhcnnKYsjWjWY3W64gd17OWa-yLAFYw28zUn9LgFBgZ0kF9SWeSwHNFYKmVVqsv0UU3mq0dZiGcgzf1ByTFkU
c2da119ba47b86bd602567d45cba8ad7,SIU INVESTIGATOR,CVS Health,"b""...Criminal Justice or a related field preferred Additional Job Information Knowledge of Aetna's policies and procedures.Ability to utilize company systems to obtain relevant electronic documentation""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALnx4XmtdPXsbb8KlG-TwUevm9ZfDOD5T1uguamr1GXUm5MJu9GvOCAKhEhDoCczjbEitvWQFP33XOO_-_ksioxD2v68qdMGXYu5A6oI-bo1ka25D_uDZ0XRUncvPAAqlS-lRE0kWnLEWJSCwafCX0-WBjuThFKmNyswkfaOxVljbbheg0s7JSSWCUA4JM
c4846681965382584201f4407c532ce1,Surveillance Investigator,VRC Investigations,b'Criminal Justice degree Applicants must meet the following requirements: *Willing to travel 75% of the time *Excellent verbal and written communication skills *Demonstrate ability to analyze...',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJ8ZjaL0gsM1YybNkCW4X30poMigyca-f9yUN5PM-aU9-4q7ExtzaiLpaol9bXZ-kcqEO9sQoFoLtp6b-8SxyxUpd9K8n0yHCnTgA4VZxmUWrvD3UV6qrd3QvueKi2qMcb3gZ16_QTX_EpJWlfw4ZxCvUcz5jyVjESnfYGzuWy-CkzQezrpWgJWtVJh8lv3
bd9e156039f5e4a47adaebd0de120a44,Surveillance Investigator,The Robison Group,"b'Individuals selected for the position will be expected to perform investigations of workers compensation claims, liability investigations, multi-line insurance claims, criminal and civil background...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAKa2PYMw5ealdRkzHwCp9u1_Q7cVIXqCI7iEO173jK-8VPEpXsvUU5ViZHLQo9_sptBVVGpWfInV5et_OR6Cjv8oHFViiGjQKpUKX0bjvCf_tNW7akp93dTIYh-rPdikQ4oltRn1rruNHVW1w43OH65SpjsJk596rdH3IbaZhw7-iegomRfkKXEeC_TJTTm
4f07a8617863caf7d51050d2ef5e8898,Administrative Assistant,HireLevel,"b'Must meet requirements for criminal background and drug testing policies Earn $25 in Referral Gift Cards! If you refer someone to HireLevel and they are hired, work at least 30 days, and you are in...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAINv8_8DO-42fMT1iq_AF14pZJnOVqcuj8MqOmh_qdq-OkpJFiy_4ZOAfoiBtG4MOCf0OQS2U0k2kSw_Htid7LyIzKD4JrBQPmNtn1YPbXIqk0Q6TWrVIu4Ek3w4BXG6C1YQgaZQAssPl8hngHKDqWpWDh8ydv7JipEUGVvH4ciiAVcOU0998V2KjAFQ2k9
709d6668ae0e5d5c05085270be1582d9,Student Worker - Campus Police Cadet,Waubonsee Community College,b'Support and assist uniformed officers by responding to crimes and incidents occurring within our jurisdiction and complete the appropriate reports. Support and assist uniformed officers by collecting...',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJqWBeLSJ1G8AF6PHfPv7HRevUVQGpGjy1oD9RvSZ7Iv7OwIgcV_FCoLg7Tq4tsfCAMP3CJMPUBqiQWUp7kIh6iUUaVhWx5EN6cgrIMX58Yg94iZtfnfFFYs0vexyJmswULd1NS8UYk6FsE-RZag3LOO4SBt4gTJfYP5snAyUx-qYPFazMKv3lEI55xJMT8
b26fe3bc89c1a4a8b14f687095f18b90,FRLE Officer Trainee,Federal Reserve Bank,"b'Successful completion of initial, and any subsequent, criminal background check Must pass pre-employment psychological and physical examinations administered by Bank-designated physician Must pass...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALrcIiuqjNZIQnJHUrC90bGeisgK34EM4WU7OmJX0hs4uKUqNax3XqGfPwEJ2zDzZdbfEigYjZNpHf8rhNX0qLW3eiN5Ab1FFtm6LOt8__RXHyDwdmO8eYA_YfxxT2FU90-5STf_0dZC6fIeGR3jatQ4Jf8x7pEKj8caIYI4PIF7SzmH5Iy7YClDhp98nBt
9126976892a1e5e57e671831741bc93f,ADMIN ASST(PART-TIME),"Compass Group, North America",b'Compass Group will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box...',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAKH8iQAqYSSpTaNe9MbSw8p-veuEnjcRdoUkbKa7wsiCPm5o_YoKsoAMLljoJMWzLCkv5y6Aoe01IvziMnzBkkChOtmqaOeea3AO776S8xFGV4hk91v3Rlx5QrX3aS-OlQji8_X4tImhPhv7MlSGtnMw--Rbmk6JzRMSqtCLqVQm7jiv7_9kjEprLoXpu9Q
816011d542b6a91a28cfabf95cdb83b9,Administrative Assistant Professional,Northwestern University,"b'Successful applicants will need to submit to a criminal background check prior to employment. Northwestern University is an Equal Opportunity, Affirmative Action Employer of all protected classes...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAIY6qvlRsOXSSQY9ifuDFl3qjRjtxHqoaU-m2zqQUZUUv8re6UogYIulW5KGShyLmFmPileS_8UXzgaW66wkItMh7SIGav-fGsc1csktVtkb7xN4mlnH7HG6rDK5RyT-KoiSYFr2bKRN8LwJwDFWbG2Rszzwpieg_SoKL7NqgY4Fh6hk6tPmM8JUgUUzRhD
f5ba6187499cfef6d9e1bd1323c06eaa,Paralegal/Legal Assistant,Leidos,b'...criminal cases. - Experience with organization and management of a large volume of documents. - Current or active clearance. Leidos is growing! Connect with us on LinkedIn and Facebook. We value and...',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAKDSPMrCdwA8h38l328EHt0FSrM6KRVvIXEF8YFCYcdf2fOrSlnfT1iBrkctqTzpk5Mv5QVCeLzvgVS-Zb6pRlhbM-5x8axr1C_Wi9WKxPFRNZcY5DZSEHssueEbteMKCA_AS-cCTDQQVj4eJUCWDZBLw9PSKzTU8gsxlVvc3gwUZ06i43nXUcyiXoGbxXV
c120bdfddcd73c84d12f0a751c15c254,Pharmacy Technician Auditor/Investigator,Pharmacy Investigators & Consultant,"b""A Bachelor's Degree in Criminal Justice, Health Care Administration, Business or a related field is required. The candidate will work closely with existing clinical staff and combine the candidate...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAI59M7lCoAxqicvY2pAJbEzlsmhUJQn3e8jeAS12AN6osR7pFMFti8EJ06GYdIitSHxc-MjyJR-ZPX9HfgJ23V7SqmMVv87KOpZ57FrMQL_IBn3LXMwbodLXyXvErRS9CZABdd_kCXvXsl9N02hMX0GJCFlmODiT0x_RsLN0aaQM6fuPLM5jFrIc08uzmGG
a5d60fa1b40d4da0a0b0067848e35378,Investigator - Sexual Abuse and Harassment Investigations Unit,Chicago Public Schools,"b""Collaborate with and assists other investigative staff to conduct criminal, large scale and complex investigations * Closely coordinate with CPS's Law, Safety and Security, and Title IX Offices...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJvaml7Yuj5VOcxeYJ-A5DPGOGBy8HaCtUkTibwPd2Yg77phnSS_XdsnsNJEjhRV8XCd191FJzWN9h3rMsUWGEODdBETHcXlzudayw1ASoj3-lVR6hCeiGYXzo9ICDy6TZxRAAKrQVIN5u7vUe9rYEGf3Or9spgcXWFdSyHW6d-Kzu2HXool8hGRbbfTB0n
034e991679b206d70ffee963ed6558a6,"Assistant Paralegal, Litigation",Uber,"b'We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know by...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJ1h6_GmPgD8lSUdyF0uHYtLCjs9-3PAfeh5gsFQAhRgYAKGpXL2OhqRj5IF1Y7FQilLyfEamwvMhI0POa_CpaGap4ik9ADSqNTG4V_R5N8DLX8yU1Vey3jJtrsGlS8yw2tjLEgq2HkKtP6C2-0PX3M2vL5RIcZa-EsSGsKexB4q4n9icR4d8gc44ON3mK5
6ff3795df544f2ed50c1354cc7ac2f27,Surveillance Investigator- Full Time,CoventBridge Group,"b""Associate or Bachelor's Degree in Criminal Justice or related field * Strong attention to detail with commitment to accuracy and quality * Self-starter who holds themselves accountable for results...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALR3fYpApHVQMKKYFzdiIg_CPoV3R6slg1HiXjr4yewSVuNLay1c6UqxUhRsOkC60rKCO62wcKtvzjOZC6hpG8Sv8ltHTDDgD0N_wETxA9zZXTTU2eIAcur5LrDxfZmuXInP9eLMQ725Udxuqciu8-ukg1kuaW14Tjtfv3yR7uWwhbVRZmR7oE8b4hFUJ4
d7e3b456c5207abf0b4ff66c31f43df4,Administrative Assistant,Apex Systems,b'Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment...',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJDyas5mLREw0HRf44UIsWpT4eWBij-JWVQjY2NB8bl63Zlhf4Zt4O2S3yG19crpmEcHT1AJa6HaFrifL1FFLSCcj3CZPiThSOm-gyFzMbavGr9RnVJ6EAcR51LKkAn7VoLXpe4Q28JTDGXb8WgegCHre1yuIXnitF31KmkncEgjaWOnCeyUu4jIGD_OF8
502ebc8af2966f22b47ac6d823581ddb,Administrative Assistant,Thrivas,b'...criminal background screening',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALEY3p_pLCWiZZgI_CFccAce3J1A4xoCMpmyZqeYiAR61IDLtxbUxH2Fwjtr7yycWLzD0-xWpgQob-D13GhgvRWxhLKHO5RkJXAK6VEb5XkmAuOG6Ka4podeD-0khCA2aIDxWJ125gd8lJaen6HWouvvBTa-4Ofj6K82CRERfjy0GXHvkSk1F4OTiOo3Ts
8f17c13612ebe0875b93e5718b8c3ad6,Administrative Assistant,Sprint,"b'Sprint is a background screening, drug screening, and E-Verify participating employer and considers qualified candidates with criminal histories consistent with applicable law. Equal Opportunity...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAIZTo4zKJIuTguuK-RKOOUivYHZrrXkj-vAkXPfLYtZdX1eDGo-hS9nCuFAleR5BcDoEk9R1z9K1mkg_vwFkLY9iHnHD8o6vMacDH9m_fmeJKjhrw8HFR3fd1vI4gzuPJAWeYAJ2QHyCwJVVhsuq3mr3BuyVDBXETQfChsnp_Nr9zI_Mt3KSI2krxftXkc
ab7310f21cddd9940b721908e6c13941,Administrative Assistant,Parkview Christian Church,b'...criminal background check Provide proof of a medical examination and a current TB test with negative result',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJswzclaYxWg1ToeppuebrK8VqUJRDiI_Y3SkpUp6jxLpE9fGJE9YE1H1w-jtJRh6o_YhyRernmvgcwie4VeeKjDSjFYBPlqwmFMWUqjD1gMAcZysPnYewexCZ0aRvKwm9tdAbbBIQqpcvyTS7V5VVRUUxFjFfFHqftw_GnEVvOQllkJ6tP7EeoBCLy6hY
11b4a11c396032e70ce95d500cf258f1,"Research Analyst, Public Sector Practice",Aon Corporation,"b'SSN/SIN validation, education verification, employment verification, and criminal check, search against global sanctions and government watch lists, fingerprint verification, credit check, and/or...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAL1zAFVeIlX_Jitz3jK1fnfBSThAqvZ1Jm1ZfkDvx1qn2RxkiE-ME9VvVYFU6hC-xjnMY_tCdAMHW8mujXDZu7e1uuYTAFkNHSIH5eMtXGvDz-h0gMkRg--DhVgSuiKDFLAtjgOSMHjnC8bwShox5D9ep7Wl0lAGvu2QODDEPeym-xatPU9JVfIHVMW3g4
f78de9bb669ab83aff117675fc0ea67f,Visiting Research Specialist - Cancer Center,The University Of Illinois At Chicago,"b""Offers of employment by the University of Illinois may be subject to approval by the University's Board of Trustees and are made contingent upon the candidate's successful completion of any criminal...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/ek/l/AAK5OhA4Uw-hM4rm_WGNWtaTCYq60ahPOZQzRJklxlsAsHxWYx4xoM1bgwQFbvX3_I0BIBCSQG8NmxAMRQEETCQvaOCQ0mJLmO6LdbwYteFt1fwXeDyaMceIerk3AsJMSC-10NZESBN7wjG9lCar2kkPuvGnOXpnA92XIGluruty60228-fR-17Fe2vAdjY
0f89d4941f98deb56898a639ed1fbfd2,Sr Security Specialist Investigator,Abbott,"b'Plans, organizes and conducts complex investigations of alleged suspected violations of laws and regulations concerning criminal and general investigative issues such as fraud , threats of violence...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAIm5Wrzi2cRgc11EoOhu67KGGAxku5W3WDRVq4F5Kr4DzDM9YTJ6Se351Glyog4-Z6QbNPSX_k2KG9h_kHkMwSCiDy8vYDwW8qVqrLoHDFSPTLsEHd02I876dqecmvSPo1TpI7QPwrTExMNDykG-XwmKhxU6_xtrBVBvNQer-wcgz42iP177a_vZbdjvOg
f099ba1a54767397f3ec27f4c0714c5f,"Senior Writer - Investigative Unit, CNN",WarnerMedia,"b'Our team tackles investigations into myriad topics of national interest, including criminal and social justice issues, the environment, health care, public and private corporations, border and...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAK5MVJrbWfRRnUxIkZltPTEYjozim7fnviEfN2SdUHAsbu5Zhpzd3riR0V0r4I5UjrnHkL6FZGGNcPHr9mOuke6Bj6AeJKMalIIRdJmIqLqpqGahwoTZSBpgaNDBYkFsdPEbjPC9ArLTyKGccHFyWR0PZels7oyO4CTZcyPtHdPSOgaScysbWs0NaFwnoY
c9c6e43c3738b21ff01391f0a13860b0,Research Professional,University of Chicago,"b""The University of Chicago's Annual Security & Fire Safety Report (Report) provides information about University offices and programs that provide safety support, crime and fire statistics, emergency...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAI1Gvu4MZyjin-vZIqDR2WjlU930sgLIi1emkxL7z5mjWqlaI2NplapnIrgA2lBDWZoa9gjZtB3kLuAWJxDKK8vyrbuozPmeo-YGIm4PGws1AYICTC51a1LvGALChe3IrcJnlhssPsEdN97BqnJk72FAjoMiY0oG5DP8TJl6DZy6RbMB-NqCZFPgZaRv879
91e732e6ba8352ae3cd80f4013532e02,"Associate, Financial Crimes",KPMG,"b'Associate, Financial Crimes Requisition Number: 50575 - 31 Function: Advisory Area of Interest: State: IL City: Chicago Description: The KPMG Advisory practice is currently our fastest growing...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAL1wJO1ZKg0Yh7FIqx7dR3VzdhuiwlO1nhTuHzTaSpZbHWAd-iakVzALQ2N53KfDh45GYZJlvvyISuC_he_x_qC5LUEWik8xth-rHBxdwuM_Z64hNHHQr6CktvZxUKVs4fiIKUzPO5mDcMI73Ej9L4hMMjQXvMzxWLUzOSm6MfZCgI1C59EG1MNLr47N7nx
1e45321aec4b591f01710320e3bb4bf5,Sales Executive - Financial Applications Sales for Financial Crime and Compliance,Oracle,"b'Oracle Financial Services Financial Crime & Compliance Management provides market leading solutions for KYC, AML & Fraud. We support some of the largest Global Tier 1 institutions in meeting the...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAK8npyskLuo4q0KMFp9-vecREoBAQN6R-x6u3avQVD8v1a-PuBFezefF0nCw5DWFCE7L6QJeFCli-23dOKfTBUyr1k1NbiSeTa8uKmdkYPSL8aJzmTHkLpaCRwUMH9Inm4vOgV9hb5e0xDREukgq8-ObyFdGmMORo7sugvPqJRHf-iA1XJ5dUvsFFPUSHLf
9b3f0fa5ac28ec0b3d38eeae2bb18aec,INVESTIGATION AND INQUIRIES SPECIALIST,Air Mobility Command,"b'Manages and coordinates all aspects of the criminal indexing process with applicable installation entities, the Air Force Criminal Justice Information Cell and with external entities to include FBI...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJN50IO3rhtfZrsQhPoXzddnPRuFlJX2qaeoylKJ_1lYSKKs8fGPvfbBN3axRk6b_0NjQxYFI7-Yh0iYwY7Zbt0MlxYO-JVydYuKZyJDMyI1biJnmnloxXjS-E6-iZmefb9c4B8TsnLF_d2yO4BN9c-T3ZjEE6sZKSzBxL4JVAEqfXlNCHuyUOoQmRteqoD
c248772c91a988c2fd5f5b65a38c060c,"Underwriting Specialist- Financial Institutions - D&O, E&O, Crime, Fidelity, Cyber",CNA,"b'Management Liability (D&O), Professional Liability (E&O), Crime/Fidelity Bond, Cyber Liability. Financial Institutions are comprised of both Public and Private Institutions: Banks/Lending...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAI90aA3vqRFG9NNuQYSD_SnsxGWtpRP3jezW6y9CNvrgs8kwVWEfucjwVGor_mzPCaSWsb3piV0Rb18WszMto0e5ncMkOpEo0bKzVExGvyBzLTFDrFTjF96l01jJ7TJLSff9H6pRjWC4sbcxoiO3Q6pX_gLmx26DmKRQrDtQ97qKczK28mYptwndyDFk5wb
c7d694ed3540f2460c319547540f042e,R0015: Handler (Non-DOT) - Warehouse,FedEx,b'Factors to be considered concerning a previous criminal conviction; presumption. 754. Written statement upon denial of license or employment. 755. Enforcement. 750. Definitions. For the purposes of...',https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALndAPjvpOxQNHmC9D_78eihfoWS60sYJ9kgJoW7X0RTWH2o1GUE6Pjd74M-GuY3SMaBZMBAmp1Qg6420hVmvs02U5knVhM0Vfeph0Z6qR0n3FsoWDDdhzV2r9KRkp614iY9Ud5cAVxQc7ynMsCJrggOPa76d3Vu-MunIeWysvGoxcZUw4dnmlaeVAnex5E
76d89a8d6c018ecfa4a079998e7dc030,"Financial Crimes Sanctions Director - Cincinnati, Charlotte, Chicago","Fifth Third Bank, N.A.","b""Responsible for the continued development and implementation of the Bancorp's Financial Crimes Compliance, Economic Sanctions program, including ensuring compliance with Federal laws and regulations...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALpnfp32Hetdzpz9ZPHTyL3-3EuNTWPt1uzq321lL_CHroI1140haSYpgYbl_hc1f3b_x4sGMI3z4TcnPUhsvNXajfK5yQpv3AEWb97HQHx4I-O1AFnZjtu3a86wycRZX7Zfxzb3TCMZWe_pfz7ws_ghC-E-8qAnsw3cFX9nxOvdesuQkVNSM2F41QbQ2Q_
804171a80834498eecbfff53ad7d3b42,Assistant Public Defender - Public Defender's Office,"Lake County, Illinois","b'Do you have a background in criminal defense? If so, this position could very well be for you: Position: Assistant Public Defender Location: Waukegan, IL Salary: $58,991.39 Job Summary: Responsible...'",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALLa1LZIFDJug0OLpS-qgsUnDQK9tT5qTieV9rjut6oKIPkwf6ESyOCM8zLYG72Zj-UweKpql6oF-Jbhu7oYICb5Qunyf2MDzsFsUbWBvmtjm-_v1VgdkHgudplzBiwZc8JTSjpkiaqc8buGfMDyJYXVXSzcfKhszpsX4afN45THtK24zGCRa4rMtzx7D75
ce530afa6e0cc742068e58ea03ab34a4,Operations Manager,The Bail Project,"b""The Problem There is no place in the criminal justice system where money more clearly buys justice than bail. People who can't afford bail remain in jail before trial, while those with money buy...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAIyns_DMYsuxwE8z_gq64z85HNKsZDSQ82chAeC13YrkC5q5pF35Iln-fyPXu97zIupV_Cl-Y4gUiq8E9ydqZzX23EjGoX1kyvLF0VQwFKLvicANayK_sghKWu3jKkeUEo-mOmccCZMhRNR75-p7VtCC0McO-xYnz9ZpxTN0j3d_68fscUr9ce4uutg1hpS
786f669ef0d188f01ba1f4147db0ace5,"Manager, Software Engineering",Capital One Financial,"b""Philadelphia's Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries. If you have visited our website in...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AALFb5rXx4iE48Jcua6I9i5z6h2sjn6kVG1EIQNllcPd4CezWgz-KTA_JIe6jQGYjg-D6TjSii1a14ZgxY5fzEb80DJDI2Zv40zLltokc8gJkS6VDYrLqy_rRLhxBrw3Sms-qyxX-2ZwKGo4CRzR0X856rrl6mF0Bo9k-uei1vQB6jcGkk5qh-uipyW7sWOG
5be51e42cd358012cbb920c44c46e5c8,Product Owner - Installment Lending,Capital One Financial,"b""Philadelphia's Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries. If you have visited our website in...""",https://www.ziprecruiter.com/candidate/search?search=criminal&location=illinois,criminal,illinois,https://www.ziprecruiter.com/k/l/AAJmMUiip_fNQJVEGcPoRbbY9AeH5gWB89X-EhPoxxPtetEvmz3SxV-pYnCx677zBw4DzzNUHp4RckDOv131xwOXizSbkbNGOQ4Z_HTKg56Rn1Jx_kGRq22MdLbBIHu0VlHIxqmsoxUUfHhIbkVW_7BZ9_CCcNegxqg2AtDHZq3HdIfyXBBmEDUSVNpeNY2Q
0a85240e4caa8c17c568ac44289afb19,Class A CDL Driver / OTR Class A,"RMP Enterprises, Inc","b'Clean background * Must pass drug test * Our payout right now is 30% of the load --- in return our payouts have been anywhere between $2,500 and $3,500 a week WHY WORK HERE? This is a small trucking...'","https://www.ziprecruiter.com/candidate/search?search=""clean background""&location=illinois","""clean background""",illinois,https://www.ziprecruiter.com/k/l/AAKh5edhuzFlBn9XTquOccrInbbzGOzQJJxRZqxv8BEwdbXswiFpYVedEHuRz0sVnwXEdKzTWiGlSWLSK1af1vqgNP2cGlbw1tobaRYjr60eEhJzosaiBmrYcrMcLvvtVlPC7Smq9HiJgRbedDfNhReNP-7Om8GUkvxlViMxDFiToCzX993pu5cCLfuKxg
715f33c4bb1852433cbf39939fe311bb,General Cleaner,Vonachen Group,b'...Clean background check and drug screenDetails*The pay rate is $11/hour.The work schedule is Monday-Friday 4:30PM-1:00AM',"https://www.ziprecruiter.com/candidate/search?search=""clean background""&location=illinois","""clean background""",illinois,https://www.ziprecruiter.com/k/l/AAI_XtmtBTJgUAtnhgyY3isqtcxzFweOdqvWTSdS3VpdeFuMcxhFWtEdWdAs_XYOgp9NvqwHl8bBtBvqS8Bwgrxr8dylSaohR6DItXRW2GYDxKKvXf3GWh-mAWdmrXCe57euKC3WQmQpoyvrxEHS14jUcly2g86o9ePf4IoxINs_ftyG6X7yMs1_mLr65A
adfa2188df4ea6054cfaa120186734ab,Janitor,Pepsi MidAmerica,"b""Job Description Clean the office buildings at Pepsi MidAmerica Qualifications Valid driver's license Clean background Clean driving record Ability to lift 30 lbs Additional Information This is an...""","https://www.ziprecruiter.com/candidate/search?search=""clean background""&location=illinois","""clean background""",illinois,https://www.ziprecruiter.com/k/l/AAJOwMpM8nZ1IeN_Q-M7JAWb-ddH43OBdT_hiWftQivS7wJBS0Sq4Nlx7fw5vA0zbLA4WWSB_dnsytWsVboSlJbzZNpmHYWaXj1DBAxjrvl_cTtS4TUufCL0uQAwrgH2glCDWhqfGhuyU48ZdHeP9Glikb1QNWcKWjEyrORssKIzJ6XHN3vr9Pzl9pZm0A
b72b814180c7ce26145498d2f309bcf7,"Gastroenterology, PA Gastroenterology opening in Illinois",Quorum Health,b'Certified PA * Clean background Benefits May Include: * Competitive Salary Package * Incentive/Productivity Bonus * Relocation Expenses * Commencement bonus * Medical Education Debt Assistance...',"https://www.ziprecruiter.com/candidate/search?search=""clean background""&location=illinois","""clean background""",illinois,https://www.ziprecruiter.com/ek/l/AAK72naZQKUbwM_PeS7k_6PR0UzUZ1YHnp4sZlU9FJ9aTmezcb1zq2J1ZOM9bFoJDfnUQAH8T7TVdgLYN32ThkAjcHp_Qg47lFbV8ed-u9WkMBxPS8P_UI-dCp5QxMRe93WC2avcXYNCjQz7OZbD2849jh5yipSaOJjeTfB9R7tgLk_wicOm4CfQBsZvEw
c8866a138b4ca0438b6f835b55ffd60b,"Gastroenterology, NP Gastroenterology opening in Illinois",Quorum Health,b'Certified NP * Clean background Benefits May Include: * Competitive Salary Package * Incentive/Productivity Bonus * Relocation Expenses * Commencement bonus * Medical Education Debt Assistance...',"https://www.ziprecruiter.com/candidate/search?search=""clean background""&location=illinois","""clean background""",illinois,https://www.ziprecruiter.com/ek/l/AAJmMTfi1xPlHZNUttHRSgGaXBGsDxJc_asMWUlbVsUjKE96c_t0qq5vqPVnUpe2040RYAvxwuVYdL8-J7Wibj4dqACWGThVeABQoHZl8HsV_bzAc6FDF17s5Ybos-Wp6BnNKEMKzGChFPCNd5OisJHQarbWcfd6Jzo_x53I10JZv1wiLrOl2IwdulCMnA
